,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes
12238,India,Sweet potatoes,1999,85744,1083,46195
12239,India,Sweet potatoes,1999,85744,1083,46195
12240,India,Wheat,1999,25901,1083,46195
12241,India,Wheat,1999,25901,1083,46195
12242,India,Wheat,1999,25901,1083,46195
12243,India,Wheat,1999,25901,1083,46195
12244,India,Wheat,1999,25901,1083,46195
12245,India,Wheat,1999,25901,1083,46195
12246,India,Wheat,1999,25901,1083,46195
12247,India,Wheat,1999,25901,1083,46195
12248,India,Wheat,1999,25901,1083,46195
12249,India,Wheat,1999,25901,1083,46195
12250,India,Wheat,1999,25901,1083,46195
12251,India,Wheat,1999,25901,1083,46195
12252,India,Wheat,1999,25901,1083,46195
12253,India,Wheat,1999,25901,1083,46195
12254,India,Wheat,1999,25901,1083,46195
12255,India,Wheat,1999,25901,1083,46195
12256,India,Wheat,1999,25901,1083,46195
12257,India,Wheat,1999,25901,1083,46195
12258,India,Wheat,1999,25901,1083,46195
12259,India,Wheat,1999,25901,1083,46195
12260,India,Wheat,1999,25901,1083,46195
12261,India,Wheat,1999,25901,1083,46195
12262,India,Cassava,2000,269087,1083,44957.52
12263,India,Cassava,2000,269087,1083,44957.52
12264,India,Cassava,2000,269087,1083,44957.52
12265,India,Cassava,2000,269087,1083,44957.52
12266,India,Cassava,2000,269087,1083,44957.52
12267,India,Cassava,2000,269087,1083,44957.52
12268,India,Cassava,2000,269087,1083,44957.52
12269,India,Cassava,2000,269087,1083,44957.52
12270,India,Cassava,2000,269087,1083,44957.52
12271,India,Cassava,2000,269087,1083,44957.52
12272,India,Cassava,2000,269087,1083,44957.52
12273,India,Cassava,2000,269087,1083,44957.52
12274,India,Cassava,2000,269087,1083,44957.52
12275,India,Cassava,2000,269087,1083,44957.52
12276,India,Cassava,2000,269087,1083,44957.52
12277,India,Cassava,2000,269087,1083,44957.52
12278,India,Cassava,2000,269087,1083,44957.52
12279,India,Cassava,2000,269087,1083,44957.52
12280,India,Cassava,2000,269087,1083,44957.52
12281,India,Cassava,2000,269087,1083,44957.52
12282,India,Cassava,2000,269087,1083,44957.52
12283,India,Cassava,2000,269087,1083,44957.52
12284,India,Maize,2000,18216,1083,44957.52
12285,India,Maize,2000,18216,1083,44957.52
12286,India,Maize,2000,18216,1083,44957.52
12287,India,Maize,2000,18216,1083,44957.52
12288,India,Maize,2000,18216,1083,44957.52
12289,India,Maize,2000,18216,1083,44957.52
12290,India,Maize,2000,18216,1083,44957.52
12291,India,Maize,2000,18216,1083,44957.52
12292,India,Maize,2000,18216,1083,44957.52
12293,India,Maize,2000,18216,1083,44957.52
12294,India,Maize,2000,18216,1083,44957.52
12295,India,Maize,2000,18216,1083,44957.52
12296,India,Maize,2000,18216,1083,44957.52
12297,India,Maize,2000,18216,1083,44957.52
12298,India,Maize,2000,18216,1083,44957.52
12299,India,Maize,2000,18216,1083,44957.52
12300,India,Maize,2000,18216,1083,44957.52
12301,India,Maize,2000,18216,1083,44957.52
12302,India,Maize,2000,18216,1083,44957.52
12303,India,Maize,2000,18216,1083,44957.52
12304,India,Maize,2000,18216,1083,44957.52
12305,India,Maize,2000,18216,1083,44957.52
12306,India,Potatoes,2000,186443,1083,44957.52
12307,India,Potatoes,2000,186443,1083,44957.52
12308,India,Potatoes,2000,186443,1083,44957.52
12309,India,Potatoes,2000,186443,1083,44957.52
12310,India,Potatoes,2000,186443,1083,44957.52
12311,India,Potatoes,2000,186443,1083,44957.52
12312,India,Potatoes,2000,186443,1083,44957.52
12313,India,Potatoes,2000,186443,1083,44957.52
12314,India,Potatoes,2000,186443,1083,44957.52
12315,India,Potatoes,2000,186443,1083,44957.52
12316,India,Potatoes,2000,186443,1083,44957.52
12317,India,Potatoes,2000,186443,1083,44957.52
12318,India,Potatoes,2000,186443,1083,44957.52
12319,India,Potatoes,2000,186443,1083,44957.52
12320,India,Potatoes,2000,186443,1083,44957.52
12321,India,Potatoes,2000,186443,1083,44957.52
12322,India,Potatoes,2000,186443,1083,44957.52
12323,India,Potatoes,2000,186443,1083,44957.52
12324,India,Potatoes,2000,186443,1083,44957.52
12325,India,Potatoes,2000,186443,1083,44957.52
12326,India,Potatoes,2000,186443,1083,44957.52
12327,India,Potatoes,2000,186443,1083,44957.52
12328,India,"Rice, paddy",2000,28508,1083,44957.52
12329,India,"Rice, paddy",2000,28508,1083,44957.52
12330,India,"Rice, paddy",2000,28508,1083,44957.52
12331,India,"Rice, paddy",2000,28508,1083,44957.52
12332,India,"Rice, paddy",2000,28508,1083,44957.52
12333,India,"Rice, paddy",2000,28508,1083,44957.52
12334,India,"Rice, paddy",2000,28508,1083,44957.52
12335,India,"Rice, paddy",2000,28508,1083,44957.52
12336,India,"Rice, paddy",2000,28508,1083,44957.52
12337,India,"Rice, paddy",2000,28508,1083,44957.52
12338,India,"Rice, paddy",2000,28508,1083,44957.52
12339,India,"Rice, paddy",2000,28508,1083,44957.52
12340,India,"Rice, paddy",2000,28508,1083,44957.52
12341,India,"Rice, paddy",2000,28508,1083,44957.52
12342,India,"Rice, paddy",2000,28508,1083,44957.52
12343,India,"Rice, paddy",2000,28508,1083,44957.52
12344,India,"Rice, paddy",2000,28508,1083,44957.52
12345,India,"Rice, paddy",2000,28508,1083,44957.52
12346,India,"Rice, paddy",2000,28508,1083,44957.52
12347,India,"Rice, paddy",2000,28508,1083,44957.52
12348,India,"Rice, paddy",2000,28508,1083,44957.52
12349,India,"Rice, paddy",2000,28508,1083,44957.52
12350,India,Sorghum,2000,7639,1083,44957.52
12351,India,Sorghum,2000,7639,1083,44957.52
12352,India,Sorghum,2000,7639,1083,44957.52
12353,India,Sorghum,2000,7639,1083,44957.52
12354,India,Sorghum,2000,7639,1083,44957.52
12355,India,Sorghum,2000,7639,1083,44957.52
12356,India,Sorghum,2000,7639,1083,44957.52
12357,India,Sorghum,2000,7639,1083,44957.52
12358,India,Sorghum,2000,7639,1083,44957.52
12359,India,Sorghum,2000,7639,1083,44957.52
12360,India,Sorghum,2000,7639,1083,44957.52
12361,India,Sorghum,2000,7639,1083,44957.52
12362,India,Sorghum,2000,7639,1083,44957.52
12363,India,Sorghum,2000,7639,1083,44957.52
12364,India,Sorghum,2000,7639,1083,44957.52
12365,India,Sorghum,2000,7639,1083,44957.52
12366,India,Sorghum,2000,7639,1083,44957.52
12367,India,Sorghum,2000,7639,1083,44957.52
12368,India,Sorghum,2000,7639,1083,44957.52
12369,India,Sorghum,2000,7639,1083,44957.52
12370,India,Sorghum,2000,7639,1083,44957.52
12371,India,Sorghum,2000,7639,1083,44957.52
12372,India,Soybeans,2000,8222,1083,44957.52
12373,India,Soybeans,2000,8222,1083,44957.52
12374,India,Soybeans,2000,8222,1083,44957.52
12375,India,Soybeans,2000,8222,1083,44957.52
12376,India,Soybeans,2000,8222,1083,44957.52
12377,India,Soybeans,2000,8222,1083,44957.52
12378,India,Soybeans,2000,8222,1083,44957.52
12379,India,Soybeans,2000,8222,1083,44957.52
12380,India,Soybeans,2000,8222,1083,44957.52
12381,India,Soybeans,2000,8222,1083,44957.52
12382,India,Soybeans,2000,8222,1083,44957.52
12383,India,Soybeans,2000,8222,1083,44957.52
12384,India,Soybeans,2000,8222,1083,44957.52
12385,India,Soybeans,2000,8222,1083,44957.52
12386,India,Soybeans,2000,8222,1083,44957.52
12387,India,Soybeans,2000,8222,1083,44957.52
12388,India,Soybeans,2000,8222,1083,44957.52
12389,India,Soybeans,2000,8222,1083,44957.52
12390,India,Soybeans,2000,8222,1083,44957.52
12391,India,Soybeans,2000,8222,1083,44957.52
12392,India,Soybeans,2000,8222,1083,44957.52
12393,India,Soybeans,2000,8222,1083,44957.52
12394,India,Sweet potatoes,2000,97421,1083,44957.52
12395,India,Sweet potatoes,2000,97421,1083,44957.52
12396,India,Sweet potatoes,2000,97421,1083,44957.52
12397,India,Sweet potatoes,2000,97421,1083,44957.52
12398,India,Sweet potatoes,2000,97421,1083,44957.52
12399,India,Sweet potatoes,2000,97421,1083,44957.52
12400,India,Sweet potatoes,2000,97421,1083,44957.52
12401,India,Sweet potatoes,2000,97421,1083,44957.52
12402,India,Sweet potatoes,2000,97421,1083,44957.52
12403,India,Sweet potatoes,2000,97421,1083,44957.52
12404,India,Sweet potatoes,2000,97421,1083,44957.52
12405,India,Sweet potatoes,2000,97421,1083,44957.52
12406,India,Sweet potatoes,2000,97421,1083,44957.52
12407,India,Sweet potatoes,2000,97421,1083,44957.52
12408,India,Sweet potatoes,2000,97421,1083,44957.52
12409,India,Sweet potatoes,2000,97421,1083,44957.52
12410,India,Sweet potatoes,2000,97421,1083,44957.52
12411,India,Sweet potatoes,2000,97421,1083,44957.52
12412,India,Sweet potatoes,2000,97421,1083,44957.52
12413,India,Sweet potatoes,2000,97421,1083,44957.52
12414,India,Sweet potatoes,2000,97421,1083,44957.52
12415,India,Sweet potatoes,2000,97421,1083,44957.52
12416,India,Wheat,2000,27785,1083,44957.52
12417,India,Wheat,2000,27785,1083,44957.52
12418,India,Wheat,2000,27785,1083,44957.52
12419,India,Wheat,2000,27785,1083,44957.52
12420,India,Wheat,2000,27785,1083,44957.52
12421,India,Wheat,2000,27785,1083,44957.52
12422,India,Wheat,2000,27785,1083,44957.52
12423,India,Wheat,2000,27785,1083,44957.52
12424,India,Wheat,2000,27785,1083,44957.52
12425,India,Wheat,2000,27785,1083,44957.52
12426,India,Wheat,2000,27785,1083,44957.52
12427,India,Wheat,2000,27785,1083,44957.52
12428,India,Wheat,2000,27785,1083,44957.52
12429,India,Wheat,2000,27785,1083,44957.52
12430,India,Wheat,2000,27785,1083,44957.52
12431,India,Wheat,2000,27785,1083,44957.52
12432,India,Wheat,2000,27785,1083,44957.52
12433,India,Wheat,2000,27785,1083,44957.52
12434,India,Wheat,2000,27785,1083,44957.52
12435,India,Wheat,2000,27785,1083,44957.52
12436,India,Wheat,2000,27785,1083,44957.52
12437,India,Wheat,2000,27785,1083,44957.52
12438,India,Cassava,2001,266998,1083,43720.04
12439,India,Cassava,2001,266998,1083,43720.04
12440,India,Cassava,2001,266998,1083,43720.04
12441,India,Cassava,2001,266998,1083,43720.04
12442,India,Cassava,2001,266998,1083,43720.04
12443,India,Cassava,2001,266998,1083,43720.04
12444,India,Cassava,2001,266998,1083,43720.04
12445,India,Cassava,2001,266998,1083,43720.04
12446,India,Cassava,2001,266998,1083,43720.04
12447,India,Cassava,2001,266998,1083,43720.04
12448,India,Cassava,2001,266998,1083,43720.04
12449,India,Cassava,2001,266998,1083,43720.04
12450,India,Cassava,2001,266998,1083,43720.04
12451,India,Cassava,2001,266998,1083,43720.04
12452,India,Cassava,2001,266998,1083,43720.04
12453,India,Cassava,2001,266998,1083,43720.04
12454,India,Cassava,2001,266998,1083,43720.04
12455,India,Cassava,2001,266998,1083,43720.04
12456,India,Cassava,2001,266998,1083,43720.04
12457,India,Cassava,2001,266998,1083,43720.04
12458,India,Cassava,2001,266998,1083,43720.04
12459,India,Cassava,2001,266998,1083,43720.04
12460,India,Maize,2001,19996,1083,43720.04
12461,India,Maize,2001,19996,1083,43720.04
12462,India,Maize,2001,19996,1083,43720.04
12463,India,Maize,2001,19996,1083,43720.04
12464,India,Maize,2001,19996,1083,43720.04
12465,India,Maize,2001,19996,1083,43720.04
12466,India,Maize,2001,19996,1083,43720.04
12467,India,Maize,2001,19996,1083,43720.04
12468,India,Maize,2001,19996,1083,43720.04
12469,India,Maize,2001,19996,1083,43720.04
12470,India,Maize,2001,19996,1083,43720.04
12471,India,Maize,2001,19996,1083,43720.04
12472,India,Maize,2001,19996,1083,43720.04
12473,India,Maize,2001,19996,1083,43720.04
12474,India,Maize,2001,19996,1083,43720.04
12475,India,Maize,2001,19996,1083,43720.04
12476,India,Maize,2001,19996,1083,43720.04
12477,India,Maize,2001,19996,1083,43720.04
12478,India,Maize,2001,19996,1083,43720.04
12479,India,Maize,2001,19996,1083,43720.04
12480,India,Maize,2001,19996,1083,43720.04
12481,India,Maize,2001,19996,1083,43720.04
12482,India,Potatoes,2001,183627,1083,43720.04
12483,India,Potatoes,2001,183627,1083,43720.04
12484,India,Potatoes,2001,183627,1083,43720.04
12485,India,Potatoes,2001,183627,1083,43720.04
12486,India,Potatoes,2001,183627,1083,43720.04
12487,India,Potatoes,2001,183627,1083,43720.04
12488,India,Potatoes,2001,183627,1083,43720.04
12489,India,Potatoes,2001,183627,1083,43720.04
12490,India,Potatoes,2001,183627,1083,43720.04
12491,India,Potatoes,2001,183627,1083,43720.04
12492,India,Potatoes,2001,183627,1083,43720.04
12493,India,Potatoes,2001,183627,1083,43720.04
12494,India,Potatoes,2001,183627,1083,43720.04
12495,India,Potatoes,2001,183627,1083,43720.04
12496,India,Potatoes,2001,183627,1083,43720.04
12497,India,Potatoes,2001,183627,1083,43720.04
12498,India,Potatoes,2001,183627,1083,43720.04
12499,India,Potatoes,2001,183627,1083,43720.04
12500,India,Potatoes,2001,183627,1083,43720.04
12501,India,Potatoes,2001,183627,1083,43720.04
12502,India,Potatoes,2001,183627,1083,43720.04
12503,India,Potatoes,2001,183627,1083,43720.04
12504,India,"Rice, paddy",2001,31158,1083,43720.04
12505,India,"Rice, paddy",2001,31158,1083,43720.04
12506,India,"Rice, paddy",2001,31158,1083,43720.04
12507,India,"Rice, paddy",2001,31158,1083,43720.04
12508,India,"Rice, paddy",2001,31158,1083,43720.04
12509,India,"Rice, paddy",2001,31158,1083,43720.04
12510,India,"Rice, paddy",2001,31158,1083,43720.04
12511,India,"Rice, paddy",2001,31158,1083,43720.04
12512,India,"Rice, paddy",2001,31158,1083,43720.04
12513,India,"Rice, paddy",2001,31158,1083,43720.04
12514,India,"Rice, paddy",2001,31158,1083,43720.04
12515,India,"Rice, paddy",2001,31158,1083,43720.04
12516,India,"Rice, paddy",2001,31158,1083,43720.04
12517,India,"Rice, paddy",2001,31158,1083,43720.04
12518,India,"Rice, paddy",2001,31158,1083,43720.04
12519,India,"Rice, paddy",2001,31158,1083,43720.04
12520,India,"Rice, paddy",2001,31158,1083,43720.04
12521,India,"Rice, paddy",2001,31158,1083,43720.04
12522,India,"Rice, paddy",2001,31158,1083,43720.04
12523,India,"Rice, paddy",2001,31158,1083,43720.04
12524,India,"Rice, paddy",2001,31158,1083,43720.04
12525,India,"Rice, paddy",2001,31158,1083,43720.04
12526,India,Sorghum,2001,7715,1083,43720.04
12527,India,Sorghum,2001,7715,1083,43720.04
12528,India,Sorghum,2001,7715,1083,43720.04
12529,India,Sorghum,2001,7715,1083,43720.04
12530,India,Sorghum,2001,7715,1083,43720.04
12531,India,Sorghum,2001,7715,1083,43720.04
12532,India,Sorghum,2001,7715,1083,43720.04
12533,India,Sorghum,2001,7715,1083,43720.04
12534,India,Sorghum,2001,7715,1083,43720.04
12535,India,Sorghum,2001,7715,1083,43720.04
12536,India,Sorghum,2001,7715,1083,43720.04
12537,India,Sorghum,2001,7715,1083,43720.04
12538,India,Sorghum,2001,7715,1083,43720.04
12539,India,Sorghum,2001,7715,1083,43720.04
12540,India,Sorghum,2001,7715,1083,43720.04
12541,India,Sorghum,2001,7715,1083,43720.04
12542,India,Sorghum,2001,7715,1083,43720.04
12543,India,Sorghum,2001,7715,1083,43720.04
12544,India,Sorghum,2001,7715,1083,43720.04
12545,India,Sorghum,2001,7715,1083,43720.04
12546,India,Sorghum,2001,7715,1083,43720.04
12547,India,Sorghum,2001,7715,1083,43720.04
12548,India,Soybeans,2001,9400,1083,43720.04
12549,India,Soybeans,2001,9400,1083,43720.04
12550,India,Soybeans,2001,9400,1083,43720.04
12551,India,Soybeans,2001,9400,1083,43720.04
12552,India,Soybeans,2001,9400,1083,43720.04
12553,India,Soybeans,2001,9400,1083,43720.04
12554,India,Soybeans,2001,9400,1083,43720.04
12555,India,Soybeans,2001,9400,1083,43720.04
12556,India,Soybeans,2001,9400,1083,43720.04
12557,India,Soybeans,2001,9400,1083,43720.04
12558,India,Soybeans,2001,9400,1083,43720.04
12559,India,Soybeans,2001,9400,1083,43720.04
12560,India,Soybeans,2001,9400,1083,43720.04
12561,India,Soybeans,2001,9400,1083,43720.04
12562,India,Soybeans,2001,9400,1083,43720.04
12563,India,Soybeans,2001,9400,1083,43720.04
12564,India,Soybeans,2001,9400,1083,43720.04
12565,India,Soybeans,2001,9400,1083,43720.04
12566,India,Soybeans,2001,9400,1083,43720.04
12567,India,Soybeans,2001,9400,1083,43720.04
12568,India,Soybeans,2001,9400,1083,43720.04
12569,India,Soybeans,2001,9400,1083,43720.04
12570,India,Sweet potatoes,2001,88368,1083,43720.04
12571,India,Sweet potatoes,2001,88368,1083,43720.04
12572,India,Sweet potatoes,2001,88368,1083,43720.04
12573,India,Sweet potatoes,2001,88368,1083,43720.04
12574,India,Sweet potatoes,2001,88368,1083,43720.04
12575,India,Sweet potatoes,2001,88368,1083,43720.04
12576,India,Sweet potatoes,2001,88368,1083,43720.04
12577,India,Sweet potatoes,2001,88368,1083,43720.04
12578,India,Sweet potatoes,2001,88368,1083,43720.04
12579,India,Sweet potatoes,2001,88368,1083,43720.04
12580,India,Sweet potatoes,2001,88368,1083,43720.04
12581,India,Sweet potatoes,2001,88368,1083,43720.04
12582,India,Sweet potatoes,2001,88368,1083,43720.04
12583,India,Sweet potatoes,2001,88368,1083,43720.04
12584,India,Sweet potatoes,2001,88368,1083,43720.04
12585,India,Sweet potatoes,2001,88368,1083,43720.04
12586,India,Sweet potatoes,2001,88368,1083,43720.04
12587,India,Sweet potatoes,2001,88368,1083,43720.04
12588,India,Sweet potatoes,2001,88368,1083,43720.04
12589,India,Sweet potatoes,2001,88368,1083,43720.04
12590,India,Sweet potatoes,2001,88368,1083,43720.04
12591,India,Sweet potatoes,2001,88368,1083,43720.04
12592,India,Wheat,2001,27081,1083,43720.04
12593,India,Wheat,2001,27081,1083,43720.04
12594,India,Wheat,2001,27081,1083,43720.04
12595,India,Wheat,2001,27081,1083,43720.04
12596,India,Wheat,2001,27081,1083,43720.04
12597,India,Wheat,2001,27081,1083,43720.04
12598,India,Wheat,2001,27081,1083,43720.04
12599,India,Wheat,2001,27081,1083,43720.04
12600,India,Wheat,2001,27081,1083,43720.04
12601,India,Wheat,2001,27081,1083,43720.04
12602,India,Wheat,2001,27081,1083,43720.04
12603,India,Wheat,2001,27081,1083,43720.04
12604,India,Wheat,2001,27081,1083,43720.04
12605,India,Wheat,2001,27081,1083,43720.04
12606,India,Wheat,2001,27081,1083,43720.04
12607,India,Wheat,2001,27081,1083,43720.04
12608,India,Wheat,2001,27081,1083,43720.04
12609,India,Wheat,2001,27081,1083,43720.04
12610,India,Wheat,2001,27081,1083,43720.04
12611,India,Wheat,2001,27081,1083,43720.04
12612,India,Wheat,2001,27081,1083,43720.04
12613,India,Wheat,2001,27081,1083,43720.04
12614,India,Cassava,2002,272746,1083,42482.56
12615,India,Cassava,2002,272746,1083,42482.56
12616,India,Cassava,2002,272746,1083,42482.56
12617,India,Cassava,2002,272746,1083,42482.56
12618,India,Cassava,2002,272746,1083,42482.56
12619,India,Cassava,2002,272746,1083,42482.56
12620,India,Cassava,2002,272746,1083,42482.56
12621,India,Cassava,2002,272746,1083,42482.56
12622,India,Cassava,2002,272746,1083,42482.56
12623,India,Cassava,2002,272746,1083,42482.56
12624,India,Cassava,2002,272746,1083,42482.56
12625,India,Cassava,2002,272746,1083,42482.56
12626,India,Cassava,2002,272746,1083,42482.56
12627,India,Cassava,2002,272746,1083,42482.56
12628,India,Cassava,2002,272746,1083,42482.56
12629,India,Cassava,2002,272746,1083,42482.56
12630,India,Cassava,2002,272746,1083,42482.56
12631,India,Cassava,2002,272746,1083,42482.56
12632,India,Cassava,2002,272746,1083,42482.56
12633,India,Cassava,2002,272746,1083,42482.56
12634,India,Cassava,2002,272746,1083,42482.56
12635,India,Cassava,2002,272746,1083,42482.56
12636,India,Maize,2002,16807,1083,42482.56
12637,India,Maize,2002,16807,1083,42482.56
12638,India,Maize,2002,16807,1083,42482.56
12639,India,Maize,2002,16807,1083,42482.56
12640,India,Maize,2002,16807,1083,42482.56
12641,India,Maize,2002,16807,1083,42482.56
12642,India,Maize,2002,16807,1083,42482.56
12643,India,Maize,2002,16807,1083,42482.56
12644,India,Maize,2002,16807,1083,42482.56
12645,India,Maize,2002,16807,1083,42482.56
12646,India,Maize,2002,16807,1083,42482.56
12647,India,Maize,2002,16807,1083,42482.56
12648,India,Maize,2002,16807,1083,42482.56
12649,India,Maize,2002,16807,1083,42482.56
12650,India,Maize,2002,16807,1083,42482.56
12651,India,Maize,2002,16807,1083,42482.56
12652,India,Maize,2002,16807,1083,42482.56
12653,India,Maize,2002,16807,1083,42482.56
12654,India,Maize,2002,16807,1083,42482.56
12655,India,Maize,2002,16807,1083,42482.56
12656,India,Maize,2002,16807,1083,42482.56
12657,India,Maize,2002,16807,1083,42482.56
12658,India,Potatoes,2002,194173,1083,42482.56
12659,India,Potatoes,2002,194173,1083,42482.56
12660,India,Potatoes,2002,194173,1083,42482.56
12661,India,Potatoes,2002,194173,1083,42482.56
12662,India,Potatoes,2002,194173,1083,42482.56
12663,India,Potatoes,2002,194173,1083,42482.56
12664,India,Potatoes,2002,194173,1083,42482.56
12665,India,Potatoes,2002,194173,1083,42482.56
12666,India,Potatoes,2002,194173,1083,42482.56
12667,India,Potatoes,2002,194173,1083,42482.56
12668,India,Potatoes,2002,194173,1083,42482.56
12669,India,Potatoes,2002,194173,1083,42482.56
12670,India,Potatoes,2002,194173,1083,42482.56
12671,India,Potatoes,2002,194173,1083,42482.56
12672,India,Potatoes,2002,194173,1083,42482.56
12673,India,Potatoes,2002,194173,1083,42482.56
12674,India,Potatoes,2002,194173,1083,42482.56
12675,India,Potatoes,2002,194173,1083,42482.56
12676,India,Potatoes,2002,194173,1083,42482.56
12677,India,Potatoes,2002,194173,1083,42482.56
12678,India,Potatoes,2002,194173,1083,42482.56
12679,India,Potatoes,2002,194173,1083,42482.56
12680,India,"Rice, paddy",2002,26163,1083,42482.56
12681,India,"Rice, paddy",2002,26163,1083,42482.56
12682,India,"Rice, paddy",2002,26163,1083,42482.56
12683,India,"Rice, paddy",2002,26163,1083,42482.56
12684,India,"Rice, paddy",2002,26163,1083,42482.56
12685,India,"Rice, paddy",2002,26163,1083,42482.56
12686,India,"Rice, paddy",2002,26163,1083,42482.56
12687,India,"Rice, paddy",2002,26163,1083,42482.56
12688,India,"Rice, paddy",2002,26163,1083,42482.56
12689,India,"Rice, paddy",2002,26163,1083,42482.56
12690,India,"Rice, paddy",2002,26163,1083,42482.56
12691,India,"Rice, paddy",2002,26163,1083,42482.56
12692,India,"Rice, paddy",2002,26163,1083,42482.56
12693,India,"Rice, paddy",2002,26163,1083,42482.56
12694,India,"Rice, paddy",2002,26163,1083,42482.56
12695,India,"Rice, paddy",2002,26163,1083,42482.56
12696,India,"Rice, paddy",2002,26163,1083,42482.56
12697,India,"Rice, paddy",2002,26163,1083,42482.56
12698,India,"Rice, paddy",2002,26163,1083,42482.56
12699,India,"Rice, paddy",2002,26163,1083,42482.56
12700,India,"Rice, paddy",2002,26163,1083,42482.56
12701,India,"Rice, paddy",2002,26163,1083,42482.56
12702,India,Sorghum,2002,7602,1083,42482.56
12703,India,Sorghum,2002,7602,1083,42482.56
12704,India,Sorghum,2002,7602,1083,42482.56
12705,India,Sorghum,2002,7602,1083,42482.56
12706,India,Sorghum,2002,7602,1083,42482.56
12707,India,Sorghum,2002,7602,1083,42482.56
12708,India,Sorghum,2002,7602,1083,42482.56
12709,India,Sorghum,2002,7602,1083,42482.56
12710,India,Sorghum,2002,7602,1083,42482.56
12711,India,Sorghum,2002,7602,1083,42482.56
12712,India,Sorghum,2002,7602,1083,42482.56
12713,India,Sorghum,2002,7602,1083,42482.56
12714,India,Sorghum,2002,7602,1083,42482.56
12715,India,Sorghum,2002,7602,1083,42482.56
12716,India,Sorghum,2002,7602,1083,42482.56
12717,India,Sorghum,2002,7602,1083,42482.56
12718,India,Sorghum,2002,7602,1083,42482.56
12719,India,Sorghum,2002,7602,1083,42482.56
12720,India,Sorghum,2002,7602,1083,42482.56
12721,India,Sorghum,2002,7602,1083,42482.56
12722,India,Sorghum,2002,7602,1083,42482.56
12723,India,Sorghum,2002,7602,1083,42482.56
12724,India,Soybeans,2002,7624,1083,42482.56
12725,India,Soybeans,2002,7624,1083,42482.56
12726,India,Soybeans,2002,7624,1083,42482.56
12727,India,Soybeans,2002,7624,1083,42482.56
12728,India,Soybeans,2002,7624,1083,42482.56
12729,India,Soybeans,2002,7624,1083,42482.56
12730,India,Soybeans,2002,7624,1083,42482.56
12731,India,Soybeans,2002,7624,1083,42482.56
12732,India,Soybeans,2002,7624,1083,42482.56
12733,India,Soybeans,2002,7624,1083,42482.56
12734,India,Soybeans,2002,7624,1083,42482.56
12735,India,Soybeans,2002,7624,1083,42482.56
12736,India,Soybeans,2002,7624,1083,42482.56
12737,India,Soybeans,2002,7624,1083,42482.56
12738,India,Soybeans,2002,7624,1083,42482.56
12739,India,Soybeans,2002,7624,1083,42482.56
12740,India,Soybeans,2002,7624,1083,42482.56
12741,India,Soybeans,2002,7624,1083,42482.56
12742,India,Soybeans,2002,7624,1083,42482.56
12743,India,Soybeans,2002,7624,1083,42482.56
12744,India,Soybeans,2002,7624,1083,42482.56
12745,India,Soybeans,2002,7624,1083,42482.56
12746,India,Sweet potatoes,2002,85694,1083,42482.56
12747,India,Sweet potatoes,2002,85694,1083,42482.56
12748,India,Sweet potatoes,2002,85694,1083,42482.56
12749,India,Sweet potatoes,2002,85694,1083,42482.56
12750,India,Sweet potatoes,2002,85694,1083,42482.56
12751,India,Sweet potatoes,2002,85694,1083,42482.56
12752,India,Sweet potatoes,2002,85694,1083,42482.56
12753,India,Sweet potatoes,2002,85694,1083,42482.56
12754,India,Sweet potatoes,2002,85694,1083,42482.56
12755,India,Sweet potatoes,2002,85694,1083,42482.56
12756,India,Sweet potatoes,2002,85694,1083,42482.56
12757,India,Sweet potatoes,2002,85694,1083,42482.56
12758,India,Sweet potatoes,2002,85694,1083,42482.56
12759,India,Sweet potatoes,2002,85694,1083,42482.56
12760,India,Sweet potatoes,2002,85694,1083,42482.56
12761,India,Sweet potatoes,2002,85694,1083,42482.56
12762,India,Sweet potatoes,2002,85694,1083,42482.56
12763,India,Sweet potatoes,2002,85694,1083,42482.56
12764,India,Sweet potatoes,2002,85694,1083,42482.56
12765,India,Sweet potatoes,2002,85694,1083,42482.56
12766,India,Sweet potatoes,2002,85694,1083,42482.56
12767,India,Sweet potatoes,2002,85694,1083,42482.56
12768,India,Wheat,2002,27621,1083,42482.56
12769,India,Wheat,2002,27621,1083,42482.56
12770,India,Wheat,2002,27621,1083,42482.56
12771,India,Wheat,2002,27621,1083,42482.56
12772,India,Wheat,2002,27621,1083,42482.56
12773,India,Wheat,2002,27621,1083,42482.56
12774,India,Wheat,2002,27621,1083,42482.56
12775,India,Wheat,2002,27621,1083,42482.56
12776,India,Wheat,2002,27621,1083,42482.56
12777,India,Wheat,2002,27621,1083,42482.56
12778,India,Wheat,2002,27621,1083,42482.56
12779,India,Wheat,2002,27621,1083,42482.56
12780,India,Wheat,2002,27621,1083,42482.56
12781,India,Wheat,2002,27621,1083,42482.56
12782,India,Wheat,2002,27621,1083,42482.56
12783,India,Wheat,2002,27621,1083,42482.56
12784,India,Wheat,2002,27621,1083,42482.56
12785,India,Wheat,2002,27621,1083,42482.56
12786,India,Wheat,2002,27621,1083,42482.56
12787,India,Wheat,2002,27621,1083,42482.56
12788,India,Wheat,2002,27621,1083,42482.56
12789,India,Wheat,2002,27621,1083,42482.56
12790,India,Cassava,2004,270436,1083,35113
12791,India,Cassava,2004,270436,1083,35113
12792,India,Cassava,2004,270436,1083,35113
12793,India,Cassava,2004,270436,1083,35113
